first_name,last_name,occupation,income_level,identifier,product_name,product_type,transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
NESTOR,Loch,Programmer Analyst IV,High,819-03-5160,Super Saver Savings Account,savings account,4264,794,281,Yozio,savings account Withdrawal,3982,W,2021-05-06 00:00:00.000,Branch
MILTY,Bonas,Sales Representative,High,774-11-5379,Private Car Insurance,motor insurance,7718,544,4301,National Bank,motor insurance Deposit,5087,D,2021-05-04 00:00:00.000,Branch
LEXY,Bendle,Software Engineer I,Medium,306-82-6510,Central Govt Scheme,educational loan,4816,467,2138,National Bank,educational loan Deposit,20432,D,2021-05-04 00:00:00.000,Phone Banking
LUKAS,Karlmann,Editor,Low,969-73-8157,Life Protect Plus Plan,life insurance,10381,403,1624,National Bank,life insurance Deposit,12445,D,2021-05-03 00:00:00.000,Branch
DALLAS,Howcroft,Environmental Specialist,Medium,153-89-8491,Assured Home Loan,home loan,7118,80,958,National Bank,home loan Deposit,6959,D,2021-05-01 00:00:00.000,Branch
DANYA,Bridge,Structural Engineer,High,360-55-3959,Home Gaurd Insurance,home insurance,10854,434,1019,National Bank,home insurance Deposit,21055,D,2021-05-01 00:00:00.000,Phone Banking
JUSTINA,Kinglake,General Manager,Medium,784-62-5103,Two Wheeler Insurance,motor insurance,9939,595,693,National Bank,motor insurance Deposit,19330,D,2021-04-30 00:00:00.000,Branch
DIONYSUS,Capp,Occupational Therapist,Medium,729-15-0628,Home Gaurd Insurance,home insurance,6437,423,1078,National Bank,home insurance Deposit,19171,D,2021-04-29 00:00:00.000,Phone Banking
LINN,Vagg,Statistician IV,Medium,957-54-1506,Pre-Owned Car Loan,car loan,1723,563,4104,National Bank,car loan Deposit,4621,D,2021-04-28 00:00:00.000,Phone Banking
KERMIE,Cadalleder,Staff Scientist,High,034-25-6475,Private Car Insurance,motor insurance,10379,1000,3141,National Bank,motor insurance Deposit,5424,D,2021-04-27 00:00:00.000,Branch
LOTTI,Blanket,Recruiting Manager,High,225-14-1184,Jet Privilege World,credit card,9418,124,3350,Feedfire,credit card Withdrawal,14400,W,2021-04-26 00:00:00.000,Branch
JACKSON,Yegoshin,Compensation Analyst,Low,159-98-9549,Sweep In Facility,fixed deposit,5440,57,880,National Bank,fixed deposit Deposit,9638,D,2021-04-25 00:00:00.000,Branch
ANA,Cossington,Geologist III,Medium,767-07-8712,Home Gaurd Insurance,home insurance,10448,530,1029,National Bank,home insurance Deposit,14215,D,2021-04-25 00:00:00.000,Phone Banking
MARYBELLE,Falco,Research Associate,Low,663-33-0690,Health Security Plan,health insurance,1626,301,2253,National Bank,health insurance Deposit,1995,D,2021-04-24 00:00:00.000,Phone Banking
WENDI,Painten,Account Coordinator,High,465-44-8990,Assured Home Loan,home loan,2486,49,943,National Bank,home loan Deposit,24555,D,2021-04-24 00:00:00.000,Branch
RORY,Muzzlewhite,Human Resources Manager,Low,775-75-0330,Platinum Times Card,credit card,1063,963,1682,Dabtype,Equities Withdrawal,8779,W,2021-04-24 00:00:00.000,Branch
GIRAUD,Hallsworth,Librarian,Low,625-69-9843,Emergency Personal Loan,Personal Loan,6801,188,3247,National Bank,Personal Loan Deposit,8702,D,2021-04-23 00:00:00.000,Branch
OLLIE,Weyland,Quality Engineer,Medium,463-66-2270,Supreme Current Account,current account,8578,548,317,Realblab,current account Withdrawal,20152,W,2021-04-23 00:00:00.000,Branch
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Private Car Insurance,motor insurance,9697,496,2024,National Bank,motor insurance Deposit,19542,D,2021-04-22 00:00:00.000,Branch
MOYRA,Wasteney,Health Coach II,High,390-83-7962,JPMorgan MF,mutual funds,3563,633,3157,Jayo,mutual funds Withdrawal,7341,W,2021-04-21 00:00:00.000,Branch
LUSA,Craft,Help Desk Technician,High,348-54-7620,Jet Privilege World,credit card,9680,904,293,Pixonyx,credit card Withdrawal,11445,W,2021-04-20 00:00:00.000,Branch
CARMELLE,Trapp,Compensation Analyst,Medium,527-52-7399,Health Security Plan,health insurance,5578,589,3877,National Bank,health insurance Deposit,19960,D,2021-04-19 00:00:00.000,Phone Banking
PRISCA,Regler,General Manager,Medium,633-60-3528,Super Saver Facility,fixed deposit,9946,968,3382,National Bank,fixed deposit Deposit,10048,D,2021-04-19 00:00:00.000,Branch
OBEDIAH,Farnill,Quality Engineer,Medium,871-17-5512,Home Gaurd Insurance,home insurance,3403,125,3448,National Bank,home insurance Deposit,18066,D,2021-04-17 00:00:00.000,Phone Banking
ISAIAH,Gepp,Business Systems Development Analyst,Low,066-64-7158,Private Car Insurance,motor insurance,9578,927,2828,National Bank,motor insurance Deposit,22056,D,2021-04-17 00:00:00.000,Branch
PRINCE,Pavek,Recruiter,Low,790-79-4545,Central Govt Scheme,educational loan,4496,412,772,National Bank,educational loan Deposit,24414,D,2021-04-17 00:00:00.000,Phone Banking
KAREEM,Pelfer,Dental Hygienist,Medium,597-49-3019,Super Saver Facility,fixed deposit,949,759,4144,National Bank,fixed deposit Deposit,22223,D,2021-04-16 00:00:00.000,Branch
CODY,Bertholin,Pharmacist,Medium,651-39-2154,Health Security Plan,health insurance,6758,804,1533,National Bank,health insurance Deposit,14337,D,2021-04-16 00:00:00.000,Phone Banking
BIRON,Burkitt,Executive Secretary,Low,792-41-8353,Equities,Equities,4954,185,1109,Skiptube,Equities Withdrawal,8627,W,2021-04-14 00:00:00.000,Branch
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Private Car Insurance,motor insurance,8660,496,2024,National Bank,motor insurance Deposit,22450,D,2021-04-14 00:00:00.000,Branch
BARRET,Perrycost,Quality Engineer,Low,599-00-3624,Life Easy Health,life insurance,1003,340,3699,National Bank,life insurance Deposit,7648,D,2021-04-12 00:00:00.000,Branch
KELSY,Prue,Payment Adjustment Coordinator,Low,658-83-5985,Equities,Equities,5529,114,4393,Vinte,Equities Withdrawal,4416,W,2021-04-12 00:00:00.000,Branch
TAILOR,Ginty,Senior Sales Associate,Medium,512-18-5281,Pre-Owned Car Loan,car loan,7863,196,153,National Bank,car loan Deposit,3587,D,2021-04-11 00:00:00.000,Phone Banking
GERTA,Roblou,Account Representative III,Medium,540-85-0840,Life Protect Plus Plan,life insurance,1624,807,403,National Bank,life insurance Deposit,8741,D,2021-04-10 00:00:00.000,Branch
HARLENE,Cullrford,Payment Adjustment Coordinator,Low,477-87-8674,Assured Home Loan,home loan,3845,707,4121,National Bank,home loan Deposit,5834,D,2021-04-09 00:00:00.000,Branch
MAX,Tire,Graphic Designer,Medium,722-18-2462,Life Protect Plus Plan,life insurance,9226,631,758,National Bank,life insurance Deposit,13982,D,2021-04-08 00:00:00.000,Branch
DORETTE,Couling,Software Test Engineer I,High,733-01-6374,Central Govt Scheme,educational loan,10862,979,792,National Bank,educational loan Deposit,2052,D,2021-04-07 00:00:00.000,Phone Banking
DOLL,Batters,Payment Adjustment Coordinator,High,941-95-8708,Home Gaurd Insurance,home insurance,7673,118,3049,National Bank,home insurance Deposit,11461,D,2021-04-06 00:00:00.000,Phone Banking
FELIPA,O'Cahey,Account Representative II,Medium,004-83-3732,Jet Privilege World,credit card,1940,199,1310,Thoughtworks,mutual funds Withdrawal,14779,W,2021-04-05 00:00:00.000,Branch
ALASTAIR,Lovejoy,General Manager,Medium,858-14-5514,Private Car Insurance,motor insurance,3305,235,4058,National Bank,motor insurance Deposit,9097,D,2021-04-05 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Life Easy Health,life insurance,8545,298,1035,National Bank,life insurance Deposit,5908,D,2021-04-05 00:00:00.000,Branch
ANDREA,Dealey,Tax Accountant,Low,904-86-1778,JPMorgan MF,mutual funds,9725,239,2642,Plambee,mutual funds Withdrawal,23795,W,2021-04-03 00:00:00.000,Branch
KASSIA,Dunsford,Actuary,Low,684-36-1694,Super Saver Savings Account,savings account,3065,650,2727,Roomm,savings account Withdrawal,4145,W,2021-04-02 00:00:00.000,Branch
EMMETT,Stripp,Structural Analysis Engineer,Medium,053-33-6780,Life Easy Health,life insurance,665,116,2186,National Bank,life insurance Deposit,3950,D,2021-04-02 00:00:00.000,Branch
MANOLO,Torn,Chief Design Engineer,Low,772-33-4539,Life Easy Health,life insurance,8316,939,3815,National Bank,life insurance Deposit,6066,D,2021-04-02 00:00:00.000,Branch
GAUTHIER,Gothrup,Nurse,Medium,480-03-2117,Super Saver Savings Account,savings account,3230,491,1947,Dabtype,current account Withdrawal,23077,W,2021-04-01 00:00:00.000,Branch
BENNIE,Riddell,Recruiting Manager,Medium,436-58-6403,Equities,Equities,4180,741,3746,Meezzy,Equities Withdrawal,2773,W,2021-04-01 00:00:00.000,Branch
NANA,Nyland,Payment Adjustment Coordinator,Low,450-69-3494,Super Saver Savings Account,savings account,6214,21,4617,Ooba,current account Withdrawal,20353,W,2021-03-30 00:00:00.000,Branch
MAURY,Turvey,Senior Developer,Low,860-88-0062,Super Saver Savings Account,savings account,10712,182,1909,Yotz,current account Withdrawal,1468,W,2021-03-30 00:00:00.000,Branch
KATALIN,Tatchell,Administrative Assistant I,Medium,372-50-2017,Central Govt Scheme,educational loan,1758,905,537,National Bank,educational loan Deposit,14760,D,2021-03-29 00:00:00.000,Phone Banking
JULINE,Feathersby,Senior Financial Analyst,Low,266-39-9613,Jet Privilege World,credit card,5648,564,2288,Omba,mutual funds Withdrawal,5298,W,2021-03-28 00:00:00.000,Branch
KARON,Valerio,Tax Accountant,High,948-64-8390,Assured Home Loan,home loan,8458,237,1017,National Bank,home loan Deposit,16685,D,2021-03-28 00:00:00.000,Branch
TIFFANI,Rudkin,Civil Engineer,High,690-88-3925,Super Saver Savings Account,savings account,10088,615,2003,Gabtune,current account Withdrawal,24555,W,2021-03-27 00:00:00.000,Branch
PRINCE,Pavek,Recruiter,Low,790-79-4545,Central Govt Scheme,educational loan,950,412,772,National Bank,educational loan Deposit,6902,D,2021-03-26 00:00:00.000,Phone Banking
GAUTHIER,Gothrup,Nurse,Medium,480-03-2117,Diners Club Black,credit card,6138,491,4198,Wikivu,credit card Withdrawal,8866,W,2021-03-25 00:00:00.000,Branch
CHRISSIE,Franchi,Nurse Practicioner,High,700-21-9893,Emergency Personal Loan,Personal Loan,9201,472,656,National Bank,Personal Loan Deposit,24337,D,2021-03-25 00:00:00.000,Branch
OBEDIAH,Farnill,Quality Engineer,Medium,871-17-5512,Super Saver Facility,fixed deposit,3896,125,3564,National Bank,fixed deposit Deposit,18985,D,2021-03-24 00:00:00.000,Branch
ETTORE,Barhem,Clinical Specialist,High,005-17-8927,Pre-Owned Car Loan,car loan,10132,431,3155,National Bank,car loan Deposit,21129,D,2021-03-24 00:00:00.000,Phone Banking
WEST,Rojas,Registered Nurse,Medium,623-41-4443,Diners Club Black,credit card,287,166,1786,Aivee,credit card Withdrawal,24821,W,2021-03-24 00:00:00.000,Branch
DEBBY,Barter,Account Coordinator,Low,118-10-3494,Equities,Equities,4974,424,1837,Trudeo,Equities Withdrawal,4345,W,2021-03-23 00:00:00.000,Branch
SHAMUS,Sulman,Clinical Specialist,High,251-03-6962,Super Saver Savings Account,savings account,7461,481,4896,Camimbo,current account Withdrawal,20003,W,2021-03-22 00:00:00.000,Branch
RAVI,Bindin,VP Sales,Medium,393-64-5207,Jet Privilege World,credit card,3828,446,2232,Thoughtstorm,credit card Withdrawal,19278,W,2021-03-21 00:00:00.000,Branch
SUZANNA,Stourton,VP Sales,Low,820-92-6931,Private Car Insurance,motor insurance,1422,120,4572,National Bank,motor insurance Deposit,12871,D,2021-03-20 00:00:00.000,Branch
OBEDIAH,Farnill,Quality Engineer,Medium,871-17-5512,Super Saver Facility,fixed deposit,5222,125,3564,National Bank,fixed deposit Deposit,6594,D,2021-03-19 00:00:00.000,Branch
BETTINA,Kail,Clinical Specialist,Low,913-83-4049,Jet Privilege World,credit card,6633,200,1377,LiveZ,credit card Withdrawal,5541,W,2021-03-18 00:00:00.000,Branch
ERNESTUS,Ratley,Pharmacist,Medium,870-40-6035,Sweep In Facility,fixed deposit,10180,56,3005,National Bank,fixed deposit Deposit,9448,D,2021-03-18 00:00:00.000,Branch
MALLORY,Rooper,Web Developer I,High,716-04-0787,Emergency Personal Loan,Personal Loan,1640,153,4567,National Bank,Personal Loan Deposit,3982,D,2021-03-17 00:00:00.000,Branch
REYNARD,Breache,Product Engineer,High,806-93-0113,Jet Privilege World,credit card,3120,734,1888,Rhybox,credit card Withdrawal,15414,W,2021-03-17 00:00:00.000,Branch
PIERETTE,Lembcke,Electrical Engineer,High,358-46-1685,Supreme Current Account,current account,8000,460,2128,Fanoodle,current account Withdrawal,14015,W,2021-03-16 00:00:00.000,Branch
STAVRO,Bickers,Analog Circuit Design manager,Low,459-68-6899,Equities,Equities,6840,957,3427,Devshare,Equities Withdrawal,6024,W,2021-03-14 00:00:00.000,Branch
LANNY,Wehnerr,Marketing Assistant,High,794-90-1916,New Car Loan,car loan,1290,255,2500,National Bank,car loan Deposit,17393,D,2021-03-14 00:00:00.000,Phone Banking
LIESA,Ramsbotham,Occupational Therapist,High,096-76-6972,Pre-Owned Car Loan,car loan,4547,7,1430,National Bank,car loan Deposit,1476,D,2021-03-14 00:00:00.000,Phone Banking
NISSIE,Handford,Sales Representative,Medium,535-06-5345,Private Car Insurance,motor insurance,2291,870,1671,National Bank,motor insurance Deposit,1563,D,2021-02-23 00:00:00.000,Branch
DEVINNE,Currom,Technical Writer,High,914-03-4274,Emergency Personal Loan,Personal Loan,5635,273,4732,National Bank,Personal Loan Deposit,21578,D,2021-02-22 00:00:00.000,Branch
PRENTICE,Upex,Community Outreach Specialist,Low,284-91-6060,Home Gaurd Insurance,home insurance,6453,596,3994,National Bank,home insurance Deposit,23882,D,2021-02-20 00:00:00.000,Phone Banking
ANTONIUS,Gay,Pharmacist,Medium,093-02-4554,Emergency Personal Loan,Personal Loan,10059,151,211,National Bank,Personal Loan Deposit,22845,D,2021-02-19 00:00:00.000,Branch
LLYWELLYN,Loudon,Database Administrator III,Medium,759-79-6538,Health Security Plan,health insurance,997,858,2289,National Bank,health insurance Deposit,17584,D,2021-02-18 00:00:00.000,Phone Banking
JENNY,Giovani,Computer Systems Analyst III,Medium,388-72-0472,JPMorgan MF,mutual funds,366,438,2002,Rhynyx,mutual funds Withdrawal,9157,W,2021-02-17 00:00:00.000,Branch
MILTY,Bonas,Sales Representative,High,774-11-5379,Private Car Insurance,motor insurance,2189,544,4301,National Bank,motor insurance Deposit,12289,D,2021-02-16 00:00:00.000,Branch
TABBIE,Stedmond,Geologist IV,Medium,857-24-4167,JPMorgan MF,mutual funds,6273,691,4642,Agivu,mutual funds Withdrawal,13969,W,2021-02-15 00:00:00.000,Branch
FAIRLEIGH,Maxwell,Assistant Media Planner,Medium,203-15-2620,Jet Privilege World,credit card,8416,244,3352,Kwimbee,mutual funds Withdrawal,6151,W,2021-02-15 00:00:00.000,Branch
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Private Car Insurance,motor insurance,1890,496,2024,National Bank,motor insurance Deposit,18340,D,2021-02-13 00:00:00.000,Branch
JED,Bage,Professor,Low,971-04-3871,Life Protect Plus Plan,life insurance,6411,656,1815,National Bank,life insurance Deposit,20559,D,2021-02-13 00:00:00.000,Branch
RON,Magwood,Structural Engineer,High,735-79-0029,Life Protect Plus Plan,life insurance,1243,317,2933,National Bank,life insurance Deposit,13350,D,2021-02-13 00:00:00.000,Branch
DARBY,Pina,Editor,High,834-01-5489,Life Easy Health,life insurance,3824,699,509,National Bank,life insurance Deposit,1246,D,2021-02-12 00:00:00.000,Branch
GIAVANI,Tregenna,Sales Associate,High,424-43-7342,Pre-Owned Car Loan,car loan,4842,362,3704,National Bank,car loan Deposit,8090,D,2021-02-11 00:00:00.000,Phone Banking
DOLLY,Indruch,Design Engineer,Medium,611-04-2517,Home Gaurd Insurance,home insurance,7848,849,2854,National Bank,home insurance Deposit,22216,D,2021-02-10 00:00:00.000,Phone Banking
RODDY,Bazell,Paralegal,High,076-00-8619,Home Gaurd Insurance,home insurance,10978,594,2484,National Bank,home insurance Deposit,16911,D,2021-02-09 00:00:00.000,Phone Banking
MERLINA,Edelston,Health Coach II,Low,076-24-9645,Life Protect Plus Plan,life insurance,153,546,3259,National Bank,life insurance Deposit,6597,D,2021-02-09 00:00:00.000,Branch
OLLIE,Weyland,Quality Engineer,Medium,463-66-2270,Super Saver Savings Account,savings account,9488,548,3447,Zava,current account Withdrawal,4074,W,2021-02-08 00:00:00.000,Branch
JERE,Delph,Community Outreach Specialist,High,511-88-0005,Assured Home Loan,home loan,814,943,1121,National Bank,home loan Deposit,2712,D,2021-02-07 00:00:00.000,Branch
KERIANN,Chalkly,Graphic Designer,Medium,026-62-7338,Super Saver Savings Account,savings account,8203,998,3576,Eadel,current account Withdrawal,2734,W,2021-02-07 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Life Easy Health,life insurance,1346,298,1035,National Bank,life insurance Deposit,22492,D,2021-02-06 00:00:00.000,Branch
TANN,Trudgeon,Chief Design Engineer,Low,096-87-4492,Jet Privilege World,Equities,4937,722,3402,DabZ,credit card Withdrawal,8937,W,2021-02-05 00:00:00.000,Branch
TINE,Broke,General Manager,Medium,194-18-0699,Emergency Personal Loan,Personal Loan,8951,992,981,National Bank,Personal Loan Deposit,10607,D,2021-02-05 00:00:00.000,Branch
EDSEL,McIlwrick,Health Coach II,High,970-63-3877,Central Govt Scheme,educational loan,6441,588,822,National Bank,educational loan Deposit,2552,D,2021-02-04 00:00:00.000,Phone Banking
BRETT,Beig,Senior Editor,Low,511-86-7448,Super Saver Facility,fixed deposit,1886,102,4300,National Bank,fixed deposit Deposit,1500,D,2021-02-03 00:00:00.000,Branch
ENOCH,Comley,Librarian,High,805-08-9788,Private Car Insurance,motor insurance,3346,490,3086,National Bank,motor insurance Deposit,10897,D,2021-02-03 00:00:00.000,Branch
DEDE,Yonnie,Marketing Assistant,Medium,080-88-0040,Super Saver Savings Account,savings account,4873,178,3069,Kwimbee,current account Withdrawal,2889,W,2021-02-02 00:00:00.000,Branch
DORETTE,Couling,Software Test Engineer I,High,733-01-6374,Central Govt Scheme,educational loan,10675,979,792,National Bank,educational loan Deposit,7383,D,2021-02-01 00:00:00.000,Phone Banking
CODY,Bertholin,Pharmacist,Medium,651-39-2154,Health Security Plan,health insurance,454,804,1533,National Bank,health insurance Deposit,3495,D,2021-01-29 00:00:00.000,Phone Banking
FLOSSIE,Fredi,Sales Associate,Low,438-95-6976,Super Saver Savings Account,savings account,4930,847,3662,Geba,current account Withdrawal,13201,W,2021-01-29 00:00:00.000,Branch
WALLIW,Lunney,Software Test Engineer II,Medium,281-23-9631,Diners Club Black,credit card,228,20,4691,Quamba,credit card Withdrawal,23285,W,2021-01-28 00:00:00.000,Branch
BARRET,Perrycost,Quality Engineer,Low,599-00-3624,Home Gaurd Insurance,home insurance,10040,340,3714,National Bank,home insurance Deposit,1029,D,2021-01-27 00:00:00.000,Phone Banking
WENDI,Painten,Account Coordinator,High,465-44-8990,Emergency Personal Loan,Personal Loan,3996,49,4046,National Bank,Personal Loan Deposit,19445,D,2021-01-26 00:00:00.000,Branch
NICOLAI,Agett,Media Manager III,High,109-06-3695,Health Security Plan,health insurance,8413,571,3559,National Bank,health insurance Deposit,6793,D,2021-01-26 00:00:00.000,Phone Banking
MAURY,Turvey,Senior Developer,Low,860-88-0062,Home Gaurd Insurance,home insurance,9096,182,2997,National Bank,home insurance Deposit,11476,D,2021-01-25 00:00:00.000,Phone Banking
DEVINNE,Currom,Technical Writer,High,914-03-4274,Health Security Plan,health insurance,7090,273,3875,National Bank,health insurance Deposit,19022,D,2021-01-24 00:00:00.000,Phone Banking
TRIXIE,Caskey,Technical Writer,High,396-75-0822,Super Saver Facility,fixed deposit,9403,892,2005,National Bank,fixed deposit Deposit,13208,D,2021-01-24 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Life Easy Health,life insurance,689,298,1035,National Bank,life insurance Deposit,7903,D,2021-01-23 00:00:00.000,Branch
BENNIE,Riddell,Recruiting Manager,Medium,436-58-6403,Jet Privilege World,Equities,10773,741,4039,Brightbean,credit card Withdrawal,7370,W,2021-01-22 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Life Easy Health,life insurance,8041,298,1035,National Bank,life insurance Deposit,19404,D,2021-01-21 00:00:00.000,Branch
PRINCE,Pavek,Recruiter,Low,790-79-4545,Central Govt Scheme,educational loan,1005,412,772,National Bank,educational loan Deposit,4372,D,2021-01-20 00:00:00.000,Phone Banking
ELLSWERTH,Lavielle,Graphic Designer,Medium,764-53-6069,Super Saver Savings Account,savings account,3324,822,2371,Brainverse,current account Withdrawal,9912,W,2021-01-20 00:00:00.000,Branch
KATALIN,Tatchell,Administrative Assistant I,Medium,372-50-2017,Equities,Equities,5829,905,3729,Kwinu,Equities Withdrawal,5730,W,2021-01-19 00:00:00.000,Branch
LILYAN,Sillwood,Actuary,High,719-42-1113,Home Gaurd Insurance,home insurance,5301,425,3849,National Bank,home insurance Deposit,18731,D,2021-01-19 00:00:00.000,Phone Banking
KATHLEEN,Bracken,Developer IV,High,237-26-0542,Supreme Current Account,current account,8066,723,2248,Yakidoo,current account Withdrawal,5512,W,2021-01-17 00:00:00.000,Branch
KAYNE,Slaughter,Staff Scientist,High,769-83-1206,Private Car Insurance,motor insurance,5034,952,3661,National Bank,motor insurance Deposit,21958,D,2021-01-17 00:00:00.000,Branch
AMALIA,Screwton,Design Engineer,High,854-73-0053,Private Car Insurance,motor insurance,6212,657,2650,National Bank,motor insurance Deposit,21483,D,2021-01-16 00:00:00.000,Branch
MAX,Tire,Graphic Designer,Medium,722-18-2462,Life Protect Plus Plan,life insurance,9297,631,758,National Bank,life insurance Deposit,12396,D,2021-01-16 00:00:00.000,Branch
CODY,Bertholin,Pharmacist,Medium,651-39-2154,Health Security Plan,health insurance,6892,804,1533,National Bank,health insurance Deposit,1860,D,2021-01-15 00:00:00.000,Phone Banking
SIMONETTE,Burnep,Web Designer I,Low,202-88-4382,Assured Home Loan,home loan,9322,686,3443,National Bank,home loan Deposit,21882,D,2021-01-15 00:00:00.000,Branch
HEDDA,Hartigan,Statistician IV,High,173-23-1943,Private Car Insurance,motor insurance,3753,743,4683,National Bank,motor insurance Deposit,6286,D,2021-01-14 00:00:00.000,Branch
BENNIE,Riddell,Recruiting Manager,Medium,436-58-6403,Home Gaurd Insurance,home insurance,9497,741,3978,National Bank,home insurance Deposit,19072,D,2021-01-14 00:00:00.000,Phone Banking
SUZI,Sherrington,Analyst Programmer,Medium,523-01-1016,JPMorgan MF,mutual funds,4401,119,1288,Fivebridge,mutual funds Withdrawal,12137,W,2021-01-14 00:00:00.000,Branch
DARB,Gunnell,Registered Nurse,High,105-24-0127,Super Saver Savings Account,savings account,6544,404,1796,Twiyo,savings account Withdrawal,5183,W,2021-01-13 00:00:00.000,Branch
EMELITA,Raitt,Geological Engineer,Medium,468-59-2002,Jet Privilege World,credit card,9659,339,775,Dabfeed,credit card Withdrawal,15802,W,2021-01-13 00:00:00.000,Branch
ANDREA,Dealey,Tax Accountant,Low,904-86-1778,Emergency Personal Loan,Personal Loan,7948,239,4169,National Bank,Personal Loan Deposit,13203,D,2021-01-12 00:00:00.000,Branch
AERIEL,Eschalotte,Structural Analysis Engineer,High,946-47-5645,Life Easy Health,life insurance,905,121,3035,National Bank,life insurance Deposit,19389,D,2021-01-11 00:00:00.000,Branch
DEVINNE,Currom,Technical Writer,High,914-03-4274,Health Security Plan,health insurance,7919,273,3875,National Bank,health insurance Deposit,18957,D,2021-01-10 00:00:00.000,Phone Banking
CONSTANCE,Dreus,Administrative Assistant III,High,866-91-5823,Home Gaurd Insurance,home insurance,7107,603,724,National Bank,home insurance Deposit,16571,D,2021-01-09 00:00:00.000,Phone Banking
ERINNA,Senten,Nurse Practicioner,Medium,239-38-9053,Private Car Insurance,motor insurance,6816,783,3752,National Bank,motor insurance Deposit,13290,D,2021-01-09 00:00:00.000,Branch
VAIL,Izakovitz,Nurse,High,037-30-8943,Emergency Personal Loan,Personal Loan,8234,541,1313,National Bank,Personal Loan Deposit,11992,D,2021-01-08 00:00:00.000,Branch
ARDA,Beecheno,Programmer Analyst I,Medium,126-94-5340,Jet Privilege World,credit card,3417,700,454,Youspan,mutual funds Withdrawal,19654,W,2021-01-07 00:00:00.000,Branch
EM,Coneau,General Manager,Medium,968-49-5053,Home Gaurd Insurance,home insurance,9202,703,2569,National Bank,home insurance Deposit,11755,D,2021-01-07 00:00:00.000,Phone Banking
WAY,Poyner,Assistant Manager,Medium,209-07-3800,Health Security Plan,health insurance,6826,581,1395,National Bank,health insurance Deposit,17322,D,2021-01-06 00:00:00.000,Phone Banking
GIANNA,Trusty,Marketing Assistant,Medium,633-96-8076,Emergency Personal Loan,Personal Loan,2385,32,2062,National Bank,Personal Loan Deposit,2178,D,2021-01-06 00:00:00.000,Branch
MONTI,McLleese,Assistant Media Planner,High,077-87-9320,Assured Home Loan,home loan,968,937,3017,National Bank,home loan Deposit,16523,D,2021-01-05 00:00:00.000,Branch
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Private Car Insurance,motor insurance,1473,496,2024,National Bank,motor insurance Deposit,21149,D,2021-01-05 00:00:00.000,Branch
RICHARDO,Corby,Software Consultant,High,394-58-7852,Equities,Equities,4261,839,4911,Devbug,Equities Withdrawal,3405,W,2021-01-05 00:00:00.000,Branch
GASPARD,Barrett,Environmental Specialist,Medium,431-65-3247,Health Security Plan,health insurance,5774,5,890,National Bank,health insurance Deposit,15118,D,2021-01-04 00:00:00.000,Phone Banking
MONTI,McLleese,Assistant Media Planner,High,077-87-9320,Assured Home Loan,home loan,5349,937,3017,National Bank,home loan Deposit,23691,D,2021-01-03 00:00:00.000,Branch
DAGMAR,Terrell,Systems Administrator II,High,374-44-8783,Super Saver Facility,fixed deposit,9485,609,1991,National Bank,fixed deposit Deposit,2378,D,2021-01-03 00:00:00.000,Branch
PHEBE,Cattow,Data Coordiator,High,266-12-6887,Pre-Owned Car Loan,car loan,4290,505,3685,National Bank,car loan Deposit,9609,D,2021-01-03 00:00:00.000,Phone Banking
WOOD,Gowler,Administrative Officer,Low,308-09-5176,Home Gaurd Insurance,home insurance,1793,972,4669,National Bank,home insurance Deposit,17845,D,2021-01-02 00:00:00.000,Phone Banking
GARREK,Ganter,Project Manager,Low,313-71-7667,Two Wheeler Insurance,motor insurance,10924,745,3650,National Bank,motor insurance Deposit,6824,D,2021-01-01 00:00:00.000,Branch
YSABEL,McGannon,Programmer Analyst IV,Medium,845-90-2182,Private Car Insurance,motor insurance,8902,786,1556,National Bank,motor insurance Deposit,13960,D,2021-12-31 00:00:00.000,Branch
PAPAGENA,Braycotton,Graphic Designer,Medium,419-11-5992,Supreme Current Account,current account,10342,917,662,Dynabox,current account Withdrawal,6961,W,2021-12-29 00:00:00.000,Branch
CULLAN,Clack,Nurse,High,024-54-5840,Diners Club Black,credit card,6586,726,2133,Dynava,credit card Withdrawal,5201,W,2021-12-28 00:00:00.000,Branch
GERTA,Roblou,Account Representative III,Medium,540-85-0840,Private Car Insurance,motor insurance,2080,807,4546,National Bank,motor insurance Deposit,20966,D,2021-12-27 00:00:00.000,Branch
LODOVICO,Scrannage,Junior Executive,Low,166-97-8879,Jet Privilege World,credit card,9745,138,41,Trudoo,mutual funds Withdrawal,23832,W,2021-12-24 00:00:00.000,Branch
ABRAHAM,Gallear,Biostatistician III,Medium,327-90-4809,Pre-Owned Car Loan,car loan,1922,414,1557,National Bank,car loan Deposit,24088,D,2021-12-23 00:00:00.000,Phone Banking
